Id,Symbol,Name
bispex,bpx,Bispex
bistroo,bist,Bistroo
biswap,bsw,Biswap
biswap-token,biswap,Biswap Token
bitalgo,alg,Bitalgo
bitball,btb,Bitball
bitball-treasure,btrs,Bitball Treasure
bitbar,btb,Bitbar
bitbase-token,btbs,BitBase Token
bitbay,bay,BitBay
bitberry-token,bbr,Bitberry Token
bitblocks-finance,bbkfi,BitBlocks Finance
bitblocks-project,bbk,BitBlocks
bitbook-gambling,bxk,Bitbook Gambling
bitbook-token,bbt,BitBook
bitboost,bbt,BitBoost
bitbot-protocol,bbp,Bitbot Protocol
bitcanna,bcna,BitCanna
bitcash,bitc,BitCash
bitcashpay,bcp,BitcashPay
bitceo,bceo,bitCEO
bitcherry,bchc,BitCherry
bitcicoin,bitci,Bitcicoin
bitclave,cat,BitClave
bitcloud,btdx,Bitcloud
bitcloud-pro,bpro,BitCloud Pro
bitclout,clout,BitClout
bitcny,bitcny,bitCNY
bitcoffeen,bff,Bitcoffeen
bitcoiin,b2g,Bitcoiin
bitcoin,btc,Bitcoin
bitcoin-2,btc2,Bitcoin 2
bitcoin-adult,btad,Bitcoin Adult
bitcoin-and-ethereum-standard-token,best,Bitcoin and Ethereum Standard Token
bitcoin-anonymous,btca,Bitcoin Anonymous
bitcoin-asia,btca,Bitcoin Asia
bitcoin-atom,bca,Bitcoin Atom
bitcoinbam,btcbam,BitcoinBam
bitcoin-bep2,btcb,Bitcoin BEP2
bitcoinbrand,btcb,BitcoinBrand
bitcoin-cash,bch,Bitcoin Cash
bitcoin-cash-abc-2,bcha,Bitcoin Cash ABC
bitcoin-cash-sv,bsv,Bitcoin SV
bitcoin-classic,bxc,Bitcoin Classic
bitcoin-company-network,bitn,Bitcoin and Company Network
bitcoin-confidential,bc,Bitcoin Confidential
bitcoin-cure,byron,Byron
bitcoin-cz,bcz,Bitcoin CZ
bitcoin-diamond,bcd,Bitcoin Diamond
bitcoin-fast,bcf,Bitcoin Fast
bitcoin-file,bifi,Bitcoin File
bitcoin-final,btcf,Bitcoin Final
bitcoin-flash-cash,btfc,Bitcoin Flash Cash
bitcoin-galaxy-warp,btcgw,Bitcoin Galaxy Warp
bitcoingenx,bgx,BitcoinGenX
bitcoin-god,god,Bitcoin God
bitcoin-gold,btg,Bitcoin Gold
bitcoin-green,bitg,BitGreen
bitcoin-hd,bhd,Bitcoin HD
bitcoinhedge,btchg,BITCOINHEDGE
bitcoin-hot,bth,Bitcoin Hot
bitcoin-incognito,xbi,Bitcoin Incognito
bitcoin-instant,bti,Bitcoin Instant
bitcoin-interest,bci,Bitcoin Interest
bitcoin-lightning,bltg,Block-Logic
bitcoinmoney,bcm,BitcoinMoney
bitcoinmono,btcmz,BitcoinMono
bitcoin-network-demand-set,byte3,Bitcoin Network Demand Set
bitcoin-networks,btcn,Bitcoin Networks
bitcoinnexx,bnxx,Bitcoinnexx
bitcoin-one,btcone,BitCoin One
bitcoinote,btcn,BitcoiNote
bitcoin-pay,btp,Bitcoin Pay
bitcoin-platinum,bcp,Bitcoin Platinums
bitcoin-plus,xbc,Bitcoin Plus
bitcoin-private,btcp,Bitcoin Private
bitcoin-pro,btcp,Bitcoin Pro
bitcoin-red,btcred,Bitcoin Red
bitcoinregular,btrl,BitcoinRegular
bitcoin-rhodium,xrc,xRhodium
bitcoin-scrypt,btcs,Bitcoin Scrypt
bitcoin-silver,btcs,Bitcoin Silver
bitcoinsov,bsov,BitcoinSoV
bitcoinstaking,bsk,BitcoinStaking
bitcoin-stash,bsh,Bitcoin Stash
bitcoin-subsidium,xbtx,Bitcoin Subsidium
bitcoin-token,btct,BitcoinToken
bitcoin-trc20,btct,Bitcoin TRC20
bitcoin-true,BTCT,Bitcoin True
bitcoin-trust,bct,Bitcoin Trust
bitcoin-ultra,btcu,BitcoinUltra
bitcoin-unicorn,btcui,Bitcoin Unicorn
bitcoinus,bits,Bitcoinus
bitcoinv,btcv,BitcoinV
bitcoin-vault,btcv,Bitcoin Vault
bitcoinvend,bcvt,BitcoinVend
bitcoin-volatility-index-token,btcv,Bitcoin Volatility Index Token
bitcoin-w-spectrum,spe,SpectrumX
bitcoinx,bcx,BitcoinX
bitcoinx-2,btcx,BitcoinXGames
bitcoinz,btcz,BitcoinZ
bitcoin-zero,bzx,Bitcoin Zero
bitcoiva,bca,Bitcoiva
bitcomo,bm,Bitcomo
bitconnect,bcc,Bitconnect
bitconnectx-genesis,bccx,BCCXGenesis
bitcore,btx,BitCore
bitcorn,corn,BITCORN
bitcratic,bct,Bitcratic
bitcratic-revenue,bctr,Bitcratic Revenue
bitcrex-coin,bic,Bitcrex Coin
bitcurate,btcr,Bitcurate
bitcurrency,bc,Bitcurrency
bitdao,bit,BitDAO
bitdefi,bfi,BitDefi
bitdegree,bdg,BitDegree
bit-ecological-digital,bed,Bit Ecological Digital
bitenium-token,bt,Bitenium Token
bitex-global,xbx,Bitex Global XBX Coin
bitfarmings,bfi,BitFarmings
bit_financial,bfc,Bit Financial
bitflate,bfl,Bitflate
bitflowers,petal,bitFlowers
bitforex,bf,Bitforex Token
bitfresh,bft,Bitfresh
bitfxt-coin,bxt,Bitfxt Coin
bitgear,gear,Bitgear
bitgem,xbtg,Bitgem
bitgesell,bgl,Bitgesell
bitget-token,bgb,Bitget Token
bitguild,plat,BitGuild PLAT
bithachi,bith,Bithachi
bithash-token,bt,BitHash Token
bithereum,bth,Bithereum
bithostcoin,bih,BitHostCoin
bitica-coin,bdcc,BITICA COIN
bitifex,bitx,BITIFEX
bitjob,stu,bitJob
bitkub-coin,kub,Bitkub Coin
bitlorrent,blt,Bitlorrent
bitmark,marks,Bitmark
bitmart-token,bmx,BitMart Token
bitmoney,bit,BitMoney
bitnautic,btnt,BitNautic
bitnorm,bn,Bitnorm
bitocoin,bto,Bitocoin
bito-coin,bito,BITO Coin
bitonyx-token,btnyx,BitOnyx Token
bitor,btr,Bitor
bitorcash-token,boc,Bitorcash Token
bitpakcointoken,bpakc,BitpakcoinToken
bitpal,btp,BitPal
bitpanda-ecosystem-token,best,Bitpanda Ecosystem Token
bitplayer-token,bpt,Bitpayer Token
bitpower,bpp,Bitpower
bit-public-talent-network,bptn,Bit Public Talent Network
bitradio,bro,Bitradio
bitrent,rntb,BitRent
bitrewards,xbrt,BitRewards
bitrewards-token,bit,BitRewards Token
bitrise-token,brise,Bitrise Token
bitriver,btr,Bitriver
bitroncoin,btrn,BitronCoin
bitrue-token,btr,Bitrue Coin
bitscreener,bitx,BitScreener
bitsend,bsd,BitSend
bitshares,bts,BitShares
bitshark,btshk,Bitshark
bit-silver,btr,Bit Silver
bitsong,btsg,BitSong
bitsonic-gas,bsg,Bitsonic Gas
bitsonic-token,bsc,Bitsonic Token
bitsou,btu,Bitsou
bitspawn,spwn,Bitspawn
bitstake,xbs,BitStake
bitstar,bits,Bitstar
bitstash-marketplace,stash,BitStash
bitsten-token,bst,Bitsten Token
bit-storage-box-token,bsbt,Bit Storage Box Token
bitsum,mat,Matka
bitswift,bits,Bitswift
bitsz,bitsz,Bitsz
bitto-exchange,BITTO,BITTO
bittoken,bitt,BITToken
bittokens,bxt,BitTokens
bittorrent-2,btt,BitTorrent
bittracksystems,bttr,BittrackSystems
bit-trust-system,biut,Bit Trust System
bittube,tube,BitTube
bittup,btu,BittUp
bittwatt,bwt,Bittwatt
bitup-token,but,BitUP Token
bitvote,btv,Bitvote
bitweb,bte,Bitweb
bitwell-token,well,Bitwell Token
bitwhite,btw,BitWhite
bitwin24,bwi,Bitwin24
bitz,bitz,bitz
bitzeny,zny,BitZeny
bit-z-token,bz,BitZ Token
bitzyon,ZYON,BitZyon
bixb-coin,bixb,BixB Coin
bixcpro,bixcpro,BIXCPRO
bizzcoin,bizz,BIZZCOIN
bkex-taihe-stable-a,tha,BKEX Taihe Stable A
bkex-taihe-stable-b,thb,BKEX Taihe Stable B
bkex-token,bkk,BKEX Chain
blackberry-token,bb,Blackberry Token
blackcoin,blk,BlackCoin
black-diamond,diamonds,Black Diamond
black-diamond-rating,hzt,Black Diamond Rating
blackdragon-token,BDT,BlackDragon Token
black-eye-galaxy,byg,Black Eye Galaxy
blackfisk,blfi,BlackFisk
blackhat-coin,blkc,BlackHat Coin
blackhole-protocol,black,BlackHole Protocol
blackholeswap-compound-dai-usdc,bhsc,BlackHoleSwap-Compound DAI/USDC
black-kishu-inu,bishu,Black Kishu Inu
blackmoon-crypto,bmc,Blackmoon Crypto
blacknet,bln,Blacknet
blackpearl-chain,bplc,BlackPearl Token
black-phoenix,bpx,Black Phoenix
blackpool-token,bpt,BlackPool Token
blackswan,swan,Blackswan
blank,blank,Blank
blast,blast,BLAST
blastx,bstx,Blastx
blaze-defi,bnfi,Blaze DeFi
blaze-network,BLZN,Blaze Network
blind-boxes,bles,Blind Boxes
blink,blk,BLink
blinky-bob,blinky,Blinky Bob
bliss-2,bliss,Bliss
blitzpredict,xbp,BlitzPredict
blizzard,xblzd,Blizzard
blocery,bly,Blocery
block-18,18c,Block 18
block-ape-scissors,bas,Block Ape Scissors
block-array,ary,Block Array
blockbank,bbank,BlockBank
blockbase,bbt,BlockBase
blockburn,burn,BlockBurn
blockcdn,bcdn,BlockCDN
blockchain-adventurers-guild,bag,Blockchain Adventurers Guild
blockchain-based-distributed-super-computing-platform,mbcc,Blockchain-Based Distributed Super Computing Platform
blockchain-certified-data-token,bcdt,EvidenZ
block-chain-com,bc,Block-chain.com
blockchain-cuties-universe,cute,Blockchain Cuties Universe
blockchain-cuties-universe-governance,bcug,Blockchain Cuties Universe Governance
blockchain-exchange-alliance,bxa,Blockchain Exchange Alliance
blockchain-of-hash-power,bhp,Blockchain of Hash Power
blockchainpoland,bcp,BlockchainPoland
blockchain-property,bpf,Blockchain Property
blockchain-quotations-index-token,bqt,Blockchain Quotations Index Token
blockcloud,bloc,Blockcloud
block-commerce-protocol,bcp,Block Commerce Protocol
block-creatures,moolah,Block Creatures
block-duelers,bdt,Block Duelers
blockidcoin,bid,Blockidcoin
blocklancer,lnc,Blocklancer
blockmason-credit-protocol,bcpt,Blockmason Credit Protocol
blockmason-link,blink,BlockMason Link
blockmax,ocb,BLOCKMAX
blockmesh-2,bmh,BlockMesh
blocknet,block,Blocknet
blocknotex,bnox,BlockNoteX
blockpass,pass,Blockpass
blockport,bux,BUX Token
blockstack,stx,Stacks
blockstamp,bst,BlockStamp
blockswap-network,cbsn,BlockSwap Network
blocktanium,bkt,Blocktanium
blocktix,tix,Blocktix
blocktyme,btym,Blocktyme
blockv,vee,BLOCKv
blockwrk,wrk,BlockWRK
bloc-money,bloc,Bloc.Money
blocsport-one,bls,blocsport.one
bloom,blt,Bloom
bloomzed-token,blct,Bloomzed Loyalty Club Ticket
blossomcoin,blosm,BlossomCoin
blowfish,blowf,BlowFish
blox,cdt,Blox
blox-token,blox,Blox Token
blucon,bep,Blucon
blue,blue,Blue Protocol
blue-baikal,bbc,Blue Baikal
bluechips-token,bchip,BLUECHIPS Token
bluecoin,blu,Bluecoin
blue-eyes-white-doge,bdoge,Blue Eyes White Doge
bluefincore,bfc,Bluefincore
blueshare-token,bst1,Blueshare Token
blue-swap,blue,Blue Swap
blue-whale,bwx,Blue Whale
bluewizard,wiz,BlueWizard
blurt,blurt,Blurt
bluzelle,blz,Bluzelle
bmchain-token,bmt,BMCHAIN token
bmeme-cash,bmch,bMeme Cash
bmining-token,bmt,Bmining Token
bmj-master-nodes,bmj,BMJ Master Nodes
bnb48-club-token,koge,BNB48 Club Token
bnbc,bnbc,BNBC
bnb-diamond,bnbd,BNB Diamond
bnbeanstalk,beans,BNBeanstalk
bnbpay,bpay,BNBPay
bnbrain,brain,BnbRain
bnbrise,brise,BNBRise
bnbx-finance,bnbx,BNBX Finance
bnktothefuture,bft,BnkToTheFuture
bnoincoin,bnc,Bnoincoin
b-non-fungible-yearn,bnfy,B Non-Fungible Yearn
bnsd-finance,bnsd,BNSD Finance
bns-token,bns,BNS Token
bnx,bnx,BTCNEXT Coin
bnx-finex,bnx,Bnx Finex
boa,boa,BOA
boat,boat,BOAT
bobo-cash,bobo,Bobo Cash
bobs_repair,bob,Bob's Repair
bocketbsc,rktbsc,RocketBSC
bodhi-network,nbot,Bodhi Network
bogecoin,boge,Bogecoin
bogged-finance,bog,Bogged Finance
bogged-finance-[old],bog,Bogged Finance [OLD]
boid,boid,Boid
boldman-capital,bold,Boldman Capital
bole-token,bole,Bole Token
boliecoin,bolc,Boliecoin
bolivarcoin,boli,Bolivarcoin
bollo-token,bolo,Bollo Token
bolt,bolt,Bolt
boltt-coin,boltt,BolttCoin
bolt-true-dollar,btd,Bolt Dollar
bolt-true-share,bts,Bolt Share
bomb,bomb,BOMB
bond-appetite-usd,usdap,Bond Appetite USD
bondappetit-gov-token,bag,BondAppétit Governance Token
bonded-finance,bond,Bonded Finance
bondly,bondly,Bondly
bone,BONE,Bone
b-one-payment,b1p,B ONE PAYMENT
bone-shibaswap,bone,Bone ShibaSwap
boneswap,bone,BoneSwap
bone-token,bone,Bone Token
bonezyard,bnz,BonezYard
bonfi,bnf,BonFi
bonfida,fida,Bonfida
bonfire,bonfire,Bonfire
bongweedcoin,bwc,BongWeedCoin
bonk-token,bonk,BONK Token
bonorum-coin,bono,Bonorum
bonpay,bon,Bonpay
bonsai-vault-nftx,bonsai,BONSAI Vault (NFTX)
bonuscloud,bxc,BonusCloud
boobank,boob,BooBank
boobanker-research-association,bbra,BooBanker Research Association
boolberry,bbr,BoolBerry
boolean,bool,Boolean
boombaby-io,boomb,BoomBaby.io
boomcoin,boomc,BoomCoin
boom-token,boom,Boom Token
boost,boost,Boost
boosted-finance,boost,Boosted Finance
booster,boo,Booster
boosto,bst,BOOSTO
bootleg-nft,boot,Bootleg NFT
bora,bora,BORA
borderless,bds,Borderless
boringdao,boring,BoringDAO
boringdao-btc,obtc,BoringDAO BTC
boringdao-doge,odoge,BoringDAO DOGE
boringdao-ltc,oltc,BoringDAO LTC
boringdao-[old],bor,BoringDAO [OLD]
boring-protocol,bop,Boring Protocol
bor-protocol,brp,Bor Protocol
bosagora,boa,BOSAGORA
boscoin-2,bos,BOScoin
boson-protocol,boson,Boson Protocol
bot-ocean,bots,Bot Ocean
bottos,bto,Bottos
botxcoin,botx,BOTXCOIN
bounty0x,bnty,Bounty0x
bountymarketcap,bmc,BountyMarketCap
boutspro,bouts,BoutsPro
bowl-a-coin,bac,Bowl A Coin
bowscoin,bsc,BowsCoin
boxaxis,baxs,BoxAxis
boxerdoge,boxerdoge,BoxerDOGE
boxer-inu,boxer,Boxer Inu
box-token,box,BOX Token
boxx,boxx,Blockparty
bpop,bpop,BPOP
b-protocol,bpro,B.Protocol
brainaut-defi,brn,Brainaut DeFi
brapper-token,brap,Brapper Token
bravo-coin,bravo,BravoCoin
brazio,braz,Brazio
brcp-token,brcp,BRCP Token
bread,brd,Bread
breezecoin,brze,Breezecoin
bribe-token,bribe,Bribe Protocol
brick,brick,r/FortNiteBR Bricks
brickblock,bbk,BrickBlock
brickchain-finance,brick,Brickchain Finance
brick-token,brick,Brick Token
bridge-finance,bfr,Bridge Finance
bridge-mutual,bmi,Bridge Mutual
bridge-oracle,brg,Bridge Oracle
bridge-protocol,brdg,Bridge Protocol
bright-union,bright,Bright Union
brilliancex,brilx,BrillianceX
bring,nor,Noir
bring-finance,brng,bRing.Finance
brixcoin,brix,BrixCoin
brmv-token,brmv,BRMV Token
brosispay,bspay,Brosispay
brother,brat,BROTHER
brother-music-platform,bmp,Brother Music Platform
browncoin,brwn,Browncoin
brz,brz,Brazilian Digital Token
bscarmy,barmy,BscArmy
bscbond,bscb,BscBond
bsccrop,bsccrop,BSCCrop
bscex,bscx,BSCEX
bsc-farm,bsc,BSC Farm
bscgold,bscgold,BSCGold
bsclaunch,bsl,BSClaunch
bscpad,bscpad,BSCPAD
bscshiba,bshiba,bscShiba
bscstarter,start,Starter.xyz
bsc-station,bscs,BSC Station
bscview,bscv,Bscview
bsha3,bsha3,BSHA3
bstable,bstbl,bStable
bsys,bsys,BSYS
bta-protocol,btap,BTA Protocol
btc-2x-flexible-leverage-index,BTC2x-FLI,BTC 2x Flexible Leverage Index
btc-alpha-token,bac,BTC-Alpha Token
btc-eth-75-25-weight-set,btceth7525,BTC ETH 75%/25% Weight Set
btc-eth-equal-weight-set,btceth5050,BTC ETH Equal Weight Set
btc-fund-active-trading-set,btcfund,BTC Fund Active Trading Set
btc-lite,btcl,BTC Lite
btcmoon,btcm,BTCMoon
btc-network-demand-set-ii,byte,BTC Network Demand Set II
btc-rsi-crossover-yield-set,btcrsiapy,BTC RSI Crossover Yield Set
btc-standard-hashrate-token,btcst,BTC Standard Hashrate Token
btecoin,bte,BTEcoin
btf,btf,Bitcoin Faith
bt-finance,bt,BT.Finance
btse-token,btse,BTSE Token
btsunicorn,btsucn,BTSunicorn
btu-protocol,btu,BTU Protocol
bubble-network,bbl,Bubble Network
buckhath-coin,bhig,BuckHath Coin
buckswap,bucks,BuckSwap
budacoin,buda,BudaCoin
buddy,bud,Buddy
buffalo-swap,buff,Buffalo Swap
buff-doge,buffdoge,Buff Doge
bugg-finance,bugg,BUGG Finance
bugg-inu,bugg,Bugg Inu
build-finance,build,BUILD Finance
buildin,bin,Buildin
buildup,bup,BuildUp
bulk-network,bulk,Bulk Network
bullbearbitcoin-set-ii,bbb,BullBearBitcoin Set II
bullbearethereum-set-ii,bbe,BullBearEthereum Set II
bull-coin,bull,Bull Coin
bulldog-token,bdog,Bulldog Token
bulleon,bul,Bulleon
bullet,bull,Bullet
bullex,blx,BulleX
bullion,cbx,Bullion
bullionschain,blc,BullionsChain
bullperks,blp,BullPerks
bull-run,brun,Bull Run
bull-run-token,br,Bull Run Finance
bulls,bulls,Bulls
bullswap-protocol,bvl,Bullswap Protocol
bumo,bu,BUMO
bumoon,bumn,BUMooN
bumper,bump,Bumper
bundle-dao,bdl,Bundle Dao
bundles,bund,Bundles
bunicorn,buni,Bunicorn
bunnycake,bunnycake,BunnyCake
bunnycoin,bun,Bunnycoin
bunnypark,bp,BunnyPark
bunnytoken,bunny,BunnyToken
bunny-token-polygon,polybunny,Pancake Bunny Polygon
bunny-vault-nftx,bunny,BUNNY Vault (NFTX)
buocoin,buoc,BuoCoin
burency,buy,Burency
burger-swap,burger,Burger Swap
burn1coin,burn1coin,Burn1Coin
burnx20,burnx20,BurnX 2.0
business-credit-alliance-chain,bcac,Business Credit Alliance Chain
business-credit-substitute,bcs,Business Credit Substitute
busy-dao,busy,Busy DAO
butterfly-protocol-2,bfly,Butterfly Protocol
butterswap,butter,ButterSwap
butter-token,butter,Butter Token
buxcoin,bux,BUXCOIN
buy-coin-pos,bcp,BuyCoinPos
buying,buy,Buying.com
buypay,wbpc,BuyPay
buysell,bull,BuySell
buy-sell,bse,Buy-Sell
buyucoin-token,buc,BuyUCoin Token
buzcoin,buz,Buzcoin
buzzcoin,buzz,BuzzCoin
buzzshow,gldy,Buzzshow
bxbtc,bxbtc,bxBTC
bxh,bxh,BXH Token
bxiot,bxiot,bXIOT
bycoin,byco,Bycoin
byteball,gbyte,Obyte
bytecoin,bcn,Bytecoin
bytenext,bnu,ByteNext
bytom,btm,Bytom
bytus,byts,Bytus
bytz,bytz,BYTZ
byzbit,byt,BYZBIT
bzedge,bze,BZEdge
bzx-protocol,bzrx,bZx Protocol
bzzone,bzzone,Bzzone
caave,caave,cAAVE
cache-gold,cgt,CACHE Gold
cactus-finance,cas,Cactus Finance
cad-coin,cadc,CAD Coin
cafeswap-token,brew,CafeSwap Token
caica-coin,cicc,CAICA Coin
cajutel,caj,Cajutel
cakecrypt,cakecrypt,CakeCrypt
cake-monster,monsta,Cake Monster
calicoin,cali,CaliCoin
californium,cf,Californium
callisto,clo,Callisto Network
caluracoin,clc,CaluraCoin
camp,camp,Camp
campuscash,ccash,CampusCash
canary,cnr,Canary
candela-coin,cla,Candela Coin
candybooty,booty,CandyBooty
candy-protocol,cad,Candy Protocol
cannabiscoin,cann,CannabisCoin
cannabis-seed-token,cana,Cannabis Seed Token
cannumo,canu,Cannumo
canopus,opus,Canopus
canyacoin,can,CanYaCoin
cap,cap,Cap
capital-finance,cap,Capital.finance
capitalsharetoken,csto,Capitalsharetoken
capital-x-cell,cxc,CAPITAL X CELL
cappasity,capp,Cappasity
capricoin,cps,Capricoin
captain,capt,Captain
car,car,Car
caramelswap,mel,CaramelSwap
carat,carat,CARAT
carbon,crbn,Carbon
carboncoin,carbon,Carboncoin
carbon-coin,cbc,Carbon Coin
carbondefi,carbo,CarbonDEFI
carboneum,c8,Carboneum
carbon-gems,gems,Carbon GEMS
carbon-labs,carb,Carbon Labs
carbon-utility-token,cut,Carbon Utility Token
car-coin,ccm,Car Coin
cardano,ada,Cardano
cardence,$crdn,Cardence
cardstack,card,Cardstack
cardstarter,cards,Cardstarter
card-vaulti-nftx,card,CARD Vault (NFTX)
cardwallet,cw,CardWallet
carebit,care,Carebit
cargo-gems,gem,Cargo Gems
cargox,cxo,CargoX
carillonium,carom,Carillonium
carlive-chain,iov,Carlive Chain
carma-coin,carma,Carma Coin
carnomaly,carr,Carnomaly
carr-finance,crt,Carrot Finance
carrot-token,carrot,Carrot Token
carry,cre,Carry
cartesi,ctsi,Cartesi
carvertical,cv,carVertical
cash2,cash2,Cash2
cashaa,cas,Cashaa
cashbackpro,cbp,CashBackPro
cashbet-coin,cbc,CBC.network
cashcow-finance,ccf,CashCow.Finance
cashdog,cashdog,CashDog
cash-flash,cft,Cash Flash
cash-global-coin,cgc,Cash Global Coin
cashhand,chnd,Cashhand
cashpay,cpz,CashPay
cash-tech,cate,Cash Tech
casinocoin,csc,Casinocoin
casper-defi,casper,Casper DeFi
casper-network,cspr,Casper Network
caspian,csp,Caspian
castweet,ctt,Castweet
catbread,catbread,CatBread
catecoin,cate,CateCoin
cate-shiba,chiba,Cate Shiba
catex-token,catt,Catex Token
catge-coin,catge,Catge Coin
catgirl,catgirl,Catgirl
catnip-money,catnip,Catnip Money
cato,cato,CATO
catocoin,cato,CatoCoin
catscoin,cats,Catscoin
cat-token,cat,Cat Token
cat-trade-protocol,catx,CAT.trade Protocol
catzcoin,catz,CatzCoin
cavapoo,cava,Cavapoo
cazi-cazi,cazi,Cazi Cazi
cbdao,bree,CBDAO
cbd-coin,cbd,CBD Coin
cberry,cby,CBerry
cbet-token,cbet,CBET Token
cbi-index-7,cbix7,CBI Index 7
cc,cc,CC
ccomp,ccomp,cCOMP
ccore,cco,Ccore
ccswap,cc,CCSwap
ccuniverse,uvu,CCUniverse
cdai,cdai,cDAI
cedars,ceds,CEDARS
ceek,ceek,CEEK Smart VR Token
ceezee-safu,safu,CEEZEE SAFU
celcoin,celc,CelCoin
celeb,celeb,Celeb
celer-network,celr,Celer Network
celeum,clx,Celeum
celletf,ecell,CellETF
cellframe,cell,Cellframe
celo,celo,Celo
celo-dollar,cusd,Celo Dollar
celo-euro,ceur,Celo Euro
celsius-degree-token,cel,Celsius Network
cenfura-token,xcf,Cenfura Token
centaur,cntr,Centaur
centercoin,cent,CENTERCOIN
centerprime,cpx,CenterPrime
centralex,cenx,Centralex
centrality,cennz,Centrality
centric-cash,cns,Centric Swap
centrifuge,cfg,Centrifuge
centurion,cnt,Centurion
cerberus,ccf,Cerberus Finance
cerium,xce,Cerium
certik,ctk,CertiK
certurium,crt,Certurium
cexlt,clt,Cexlt
cezo,cez,Cezo
cfl365-finance,cfl365,CFL365 Finance
cforforum-token,cfo,Cfoforum Token
cfx-quantum,cfxq,CFX Quantum
chad-link-set,chadlink,Chad Link Set
chads-vc,chads,CHADS VC
chai,chai,Chai
chaincade,chaincade,ChainCade
chaincoin,chc,Chaincoin
chainflix,cfxt,Chainflix
chain-flowers,cflo,Chain Flowers
chain-games,chain,Chain Games
chainge-finance,chng,Chainge Finance
chain-guardians,cgg,Chain Guardians
chainium,chx,WeOwn
chainlink,link,Chainlink
chainlink-nft-vault-nftx,cnhpd,Chainlink NFT Vault (NFTX)
chainlink-trading-set,cts,ChainLink Trading Set
chainpay,cpay,Chainpay
chainsquare,chs,Chainsquare
chainswap,asap,Chainswap
chainx,pcx,ChainX
chalice-finance,chal,Chalice Finance
challengedac,chl,ChallengeDAC
chancoin,chan,ChanCoin
change,cag,Change
changenow,now,ChangeNOW
change-our-world,chg,Change Our World
channels,can,Channels
charg-coin,chg,Charg Coin
charged-particles,ionx,Charged Particles
charitas,char,Charitas
charity-alfa,mich,Charity Alfa
charix-token,charix,Charix Token
charli3,c3,Charli3
chartex,chart,ChartEx
chbt,chbt,CHBT
checoin,checoin,CheCoin
cheecoin,chee,Cheecoin
cheese,cheese,CHEESE
cheesecakeswap,ccake,CheesecakeSwap
cheeseswap,chs,CheeseSwap
cheese-swap,cheese,Cheese Swap
cherry,cherry,Cherry
cherrypick,cherry,CherryPick
cherryswap,che,CherrySwap
cherry-token,yt,Cherry Token
chesscoin,chess,ChessCoin
chess-coin,chess,Chess Coin
chesscoin-0-32,chess,ChessCoin 0.32%
chex-token,chex,CHEX Token
chia,xch,Chia
chibi-inu,chibi,Chibi Inu
chicken,kfc,Chicken
chi-gastoken,chi,Chi Gastoken
chi-gastoken-bsc,chi,Chi Gastoken (BSC)
chihuahua,hua,Chihuahua
chihua-token,chihua,Chihua Token
chiliz,chz,Chiliz
chimaera,chi,XAYA
chinese-shopping-platform,cspc,Chinese Shopping Platform
chipshop-finance,chips,ChipShop Finance
chipz,chpz,Chipz
chonk,chonk,Chonk
chord-protocol,chord,Chord Protocol
chow-chow-finance,chow,Chow Chow Finance
chromaway,chr,Chromia
chronic-token,cht,Chronic Token
chronobank,time,chrono.tech
chronocoin,crn,ChronoCoin
chronologic,day,Chronologic
chubbyakita,cakita,ChubbyAkita
chubbydoge,cdoge,ChubbyDoge
chubby-inu,chinu,Chubby Inu
chumhum-finance,chum,Chumhum Finance
chunghoptoken,chc,ChunghopToken
cifculation,clc,Cifculation
cindicator,cnd,Cindicator
cine-media-celebrity-coin,cmccoin,CINE MEDIA CELEBRITY COIN
cipher,cpr,CIPHER
cipher-core-token,ciphc,Cipher Core Token
circleex,cx,CircleEx
circleswap,cir,CircleSwap
circuits-of-value,coval,Circuits of Value
ciredo,cir,Ciredo
cirquity,cirq,Cirquity
cirus,cirus,Cirus
citadel,ctl,Citadel
citadel-one,$xct,Citadel.one
citios,r2r,CitiOS
citizen-finance,cifi,Citizen Finance
city-coin,city,City Coin
citystates-medieval,csm,CityStates Medieval
civic,cvc,Civic
civilization,civ,Civilization
civitas,civ,Civitas
civitas-protocol,cvt,Civitas Protocol
claim,claim,Claim
clams,clam,Clams
clap-clap-token,cct,Clap Clap Token
clash-token,sct,Clash Token
classicbitcoin,cbtc,ClassicBitcoin
classzz,czz,ClassZZ
cleanocean,cleanocean,CleanOcean
clear-coin,clr,Clear Coin
clearpoll,poll,ClearPoll
clever-defi,clva,Clever DeFi
clientelecoin,clt,ClienteleCoin
climb-token-finance,climb,Climb Token Finance
clintex-cti,cti,ClinTex CTi
cloakcoin,cloak,Cloakcoin
cloudbric,clbk,Cloudbric
clover,clv,Clover
clover-finance,clv,Clover Finance
clown-coin,clown,Clown Coin
club-atletico-independiente,cai,Club Atletico Independiente Fan Token
clubcoin,club,Clubcoin
clucoin,clu,CluCoin
cmdx,cmdx,CMDX
cmgcoin,cmg,CMGCoin
cmitcoin,cmit,CMITCOIN
cng-casino,cng,CNG Casino
cnn,cnn,Content Neutrality Network
cnns,cnns,CNNS
cnyq-stablecoin-by-q-dao-v1,cnyq,CNYQ Stablecoin by Q DAO v1.0
co2bit,co2b,CO2Bit
coalculus,coal,Coalculus
cobak-token,cbk,Cobak Token
cobinhood,cob,Cobinhood
cocaine-cowboy-shards,coke,Cocaine Cowboy Shards
